Unnamed: 0,id,name,album,artist,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,trust,fear,negative,sadness,anger,surprise,positive,disgust,joy,anticipation
280,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nevermind (Remastered),Nirvana,1991-09-26,77,301920,0.502,2.55e-05,0.912,0.000173,0.106,0.72,-4.556,0.0564,116.761,1,4,scared,0.0375,0.1,0.325,0.025,0.05,0.05,0.15,0.1,0.1375,0.025
281,4Wjhj0WjkyECccfHVIgaTq,Trust Issues,Care Package,Drake,2019-08-02,76,281518,0.421,0.779,0.539,0.0,0.111,0.523,-5.456,0.274,89.177,11,3,scared,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,79,319191,0.636,0.0458,0.729,0.0,0.384,0.141,-4.495,0.055,146.009,2,4,scared,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,6DCZcSspjsKoFjzjrWoCdn,God's Plan,Scorpion,Drake,2018-06-29,81,198973,0.754,0.0332,0.449,8.29e-05,0.552,0.357,-9.211,0.109,77.169,7,4,scared,0.06504065040650407,0.12195121951219512,0.13821138211382114,0.08943089430894309,0.08943089430894309,0.024390243902439025,0.17886178861788618,0.08130081300813008,0.08130081300813008,0.13008130081300814
284,4SqWKzw0CbA05TGszDgMlc,I Love You So,I Love You So,The Walters,2014-11-28,87,160239,0.575,0.583,0.648,0.0,0.115,0.466,-4.891,0.0358,75.977,10,4,scared,0.07017543859649122,0.03508771929824561,0.10526315789473684,0.07017543859649122,0.05263157894736842,0.07017543859649122,0.24561403508771928,0.07017543859649122,0.21052631578947367,0.07017543859649122
285,5gDWsRxpJ2lZAffh5p7K0w,Stargirl Interlude,Starboy,The Weeknd,2016-11-24,83,111626,0.715,0.353,0.47,0.0923,0.104,0.426,-12.638,0.0772,89.965,5,4,scared,0.1076923076923077,0.015384615384615385,0.13846153846153847,0.06153846153846154,0.015384615384615385,0.0,0.26153846153846155,0.07692307692307693,0.18461538461538463,0.13846153846153847
286,3sNVsP50132BTNlImLx70i,Bound 2,Yeezus,Kanye West,2013-06-18,81,229146,0.367,0.145,0.665,0.0,0.113,0.31,-2.821,0.0465,148.913,1,4,scared,0.06369426751592357,0.05732484076433121,0.2484076433121019,0.08917197452229299,0.06369426751592357,0.025477707006369428,0.20382165605095542,0.050955414012738856,0.14012738853503184,0.05732484076433121
287,4qG7hWhljsqqENL5PaLA2z,Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-03-24,78,278126,0.335,0.385,0.44,0.00251,0.115,0.198,-9.748,0.0275,132.449,9,4,scared,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,51Grh1RyUDcMBbpuyUIUHI,rises the moon,recently,Liana Flores,2019-04-10,81,161929,0.483,0.947,0.129,0.145,0.106,0.203,-20.149,0.0349,137.35,5,3,scared,0.075,0.125,0.175,0.1,0.05,0.025,0.2,0.0,0.15,0.1
289,2xql0pid3EUwW38AsywxhV,Reflections,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,2018-11-02,83,244013,0.648,0.114,0.594,0.0462,0.116,0.544,-7.027,0.0293,113.983,11,4,scared,0.056338028169014086,0.09859154929577464,0.18309859154929578,0.1267605633802817,0.09859154929577464,0.04225352112676056,0.11267605633802817,0.11267605633802817,0.09859154929577464,0.07042253521126761
290,1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,Ultraviolence (Deluxe),Lana Del Rey,2014-01-01,80,351640,0.404,0.542,0.664,0.00402,0.11,0.0949,-6.698,0.0407,107.747,1,4,scared,0.1,0.014285714285714285,0.05714285714285714,0.04285714285714286,0.0,0.02857142857142857,0.37142857142857144,0.014285714285714285,0.2857142857142857,0.08571428571428572
291,2enPRFda84VE2wtI8c86Uf,Always Forever,Static,Cults,2013-10-15,79,223746,0.174,0.00181,0.742,0.281,0.198,0.36,-5.93,0.0485,163.378,8,4,scared,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.2
292,3Z0qLOS0cqWKPHXkbTXmNF,Gilded Lily,Offering,Cults,2022-10-26,76,212736,0.4,0.468,0.571,3.05e-05,0.519,0.146,-6.534,0.0288,61.859,11,4,scared,0.038461538461538464,0.038461538461538464,0.2692307692307692,0.11538461538461539,0.07692307692307693,0.0,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385
293,77KnJc8o5G1eKVwX5ywMeZ,Mind Over Matter (Reprise),Mirrorball / Mind Over Matter (Reprise),Young the Giant,2015-04-18,74,230866,0.393,0.229,0.487,0.0,0.128,0.3,-6.348,0.0337,151.958,0,4,scared,0.03278688524590164,0.13114754098360656,0.09836065573770492,0.08196721311475409,0.01639344262295082,0.19672131147540983,0.13114754098360656,0.01639344262295082,0.13114754098360656,0.16393442622950818
294,72cGBEqu7RitIOoACXYjfR,The Blonde,French Exit,TV Girl,2014-06-05,76,227760,0.501,0.225,0.547,0.912,0.288,0.225,-7.961,0.0243,87.692,1,4,scared,0.08888888888888889,0.044444444444444446,0.17777777777777778,0.1111111111111111,0.022222222222222223,0.06666666666666667,0.17777777777777778,0.06666666666666667,0.1111111111111111,0.13333333333333333
295,5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,Mind Over Matter,Young the Giant,2014-01-17,70,244693,0.466,0.000501,0.763,0.0,0.0973,0.293,-4.448,0.0318,154.914,0,4,scared,0.03278688524590164,0.13114754098360656,0.09836065573770492,0.08196721311475409,0.01639344262295082,0.19672131147540983,0.13114754098360656,0.01639344262295082,0.13114754098360656,0.16393442622950818
296,7D0RhFcb3CrfPuTJ0obrod,Sparks,Parachutes,Coldplay,2000-07-10,86,227093,0.371,0.748,0.268,0.0517,0.104,0.165,-10.506,0.0281,102.617,1,3,scared,0.1875,0.0,0.125,0.1875,0.0,0.0,0.1875,0.0,0.1875,0.125
297,75IQVo8hqI1iwVZyvkN2VT,Show Me How,Show Me How,Men I Trust,2018-02-28,79,215110,0.791,0.672,0.271,0.543,0.102,0.564,-11.959,0.0431,166.002,5,4,scared,0.3333333333333333,0.0,0.1111111111111111,0.037037037037037035,0.0,0.037037037037037035,0.2222222222222222,0.0,0.2222222222222222,0.037037037037037035
298,6ilc4vQcwMPlvAHFfsTGng,Sweet,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,81,292110,0.449,0.351,0.51,0.761,0.139,0.115,-9.075,0.0278,96.425,6,4,scared,0.10377358490566038,0.03773584905660377,0.02830188679245283,0.03773584905660377,0.009433962264150943,0.10377358490566038,0.25471698113207547,0.009433962264150943,0.2358490566037736,0.1792452830188679
0,2vdBo4ALPYbHRUPKgtE5iC,ghostin,"thank u, next",Ariana Grande,2019-02-08,64,271466,0.29,0.418,0.364,1.89e-05,0.185,0.11,-8.295,0.0293,103.684,9,4,sad,0.06349206349206349,0.047619047619047616,0.1746031746031746,0.12698412698412698,0.06349206349206349,0.06349206349206349,0.20634920634920634,0.031746031746031744,0.14285714285714285,0.07936507936507936
1,3NbTQ8ZbHU6MSEVUFAVCJ9,better off,Sweetener,Ariana Grande,2018-08-17,61,171333,0.597,0.216,0.524,0.0,0.112,0.0549,-7.247,0.0537,92.568,11,4,sad,0.056338028169014086,0.09859154929577464,0.15492957746478872,0.1267605633802817,0.11267605633802817,0.07042253521126761,0.11267605633802817,0.09859154929577464,0.07042253521126761,0.09859154929577464
2,1TEL6MlSSVLSdhOSddidlJ,needy,"thank u, next",Ariana Grande,2019-02-08,68,171573,0.647,0.778,0.309,7.31e-06,0.202,0.195,-7.948,0.0367,87.046,7,4,sad,0.10204081632653061,0.05102040816326531,0.17346938775510204,0.01020408163265306,0.11224489795918367,0.10204081632653061,0.14285714285714285,0.07142857142857142,0.1326530612244898,0.10204081632653061
3,5A7CwBNDUhvLWuSU5oJEh3,Moonlight,Dangerous Woman,Ariana Grande,2016-04-01,59,202360,0.633,0.42,0.412,3.57e-06,0.048,0.214,-7.339,0.0284,102.215,9,3,sad,0.11494252873563218,0.09195402298850575,0.10344827586206896,0.09195402298850575,0.09195402298850575,0.09195402298850575,0.10344827586206896,0.10344827586206896,0.09195402298850575,0.11494252873563218
4,14kYOiFVPb7E7NfFbqhdln,goodnight n go,Sweetener,Ariana Grande,2018-08-17,65,189506,0.708,0.0217,0.454,0.0,0.073,0.24,-7.07,0.0395,110.963,1,4,sad,0.047619047619047616,0.047619047619047616,0.15873015873015872,0.07936507936507936,0.047619047619047616,0.06349206349206349,0.2698412698412698,0.047619047619047616,0.1746031746031746,0.06349206349206349
5,1UujO43qVZnWObydH4MLT5,Thinking Bout You,Dangerous Woman,Ariana Grande,2016-04-01,55,200400,0.507,0.0152,0.696,0.000821,0.121,0.406,-6.027,0.0621,102.983,11,4,sad,0.045454545454545456,0.022727272727272728,0.25,0.022727272727272728,0.11363636363636363,0.0,0.2727272727272727,0.06818181818181818,0.09090909090909091,0.11363636363636363
6,4rwqrKdwlFWJ6LvPYaOtgn,Quit (feat. Ariana Grande),9,Cashmere Cat,2017-04-28,61,258188,0.44,0.105,0.413,3.4e-05,0.0997,0.141,-7.365,0.0407,86.911,0,3,sad,0.0,0.0759493670886076,0.4430379746835443,0.2911392405063291,0.05063291139240506,0.012658227848101266,0.06329113924050633,0.02531645569620253,0.02531645569620253,0.012658227848101266
7,4T652DlATVHe0jdLKaN3Bw,in my head,"thank u, next",Ariana Grande,2019-02-08,65,222946,0.662,0.173,0.6,0.000137,0.109,0.331,-6.403,0.0704,134.972,0,4,sad,0.061946902654867256,0.08849557522123894,0.18584070796460178,0.08849557522123894,0.11504424778761062,0.061946902654867256,0.1415929203539823,0.08849557522123894,0.09734513274336283,0.07079646017699115
8,3wFLWP0FcIqHK1wb1CPthQ,fake smile,"thank u, next",Ariana Grande,2019-02-08,60,208880,0.45,0.329,0.619,0.0,0.319,0.427,-7.412,0.373,83.221,9,4,sad,0.10810810810810811,0.05405405405405406,0.16666666666666666,0.09009009009009009,0.09009009009009009,0.11261261261261261,0.13513513513513514,0.07207207207207207,0.13063063063063063,0.04054054054054054
9,39LmTF9RgyakzSYX8txrow,imagine,"thank u, next",Ariana Grande,2019-02-08,65,212266,0.729,0.378,0.476,0.0,0.12,0.368,-4.985,0.0363,62.519,8,3,sad,0.14705882352941177,0.08823529411764706,0.11764705882352941,0.08823529411764706,0.058823529411764705,0.058823529411764705,0.20588235294117646,0.058823529411764705,0.08823529411764706,0.08823529411764706
10,7E1jVNoWuemqUryI4FxsVD,off the table (with The Weeknd),Positions,Ariana Grande,2020-10-30,61,239949,0.411,0.519,0.522,0.0,0.398,0.382,-7.295,0.0981,88.332,0,1,sad,0.07079646017699115,0.07079646017699115,0.1592920353982301,0.09734513274336283,0.008849557522123894,0.05309734513274336,0.25663716814159293,0.02654867256637168,0.168141592920354,0.08849557522123894
11,1IVnvJN9oC3pDYv9qpAnj7,needy - live,k bye for now (swt live),Ariana Grande,2019-12-23,42,174294,0.317,0.699,0.474,0.0,0.945,0.318,-6.314,0.0661,76.592,7,4,sad,0.10204081632653061,0.05102040816326531,0.17346938775510204,0.01020408163265306,0.11224489795918367,0.10204081632653061,0.14285714285714285,0.07142857142857142,0.1326530612244898,0.10204081632653061
12,6WikCGNUbXFmXoLre7vjeW,Touch It,Dangerous Woman,Ariana Grande,2016-04-01,58,260000,0.536,0.0303,0.694,0.0,0.183,0.291,-4.369,0.0332,100.906,7,4,sad,0.04864864864864865,0.13513513513513514,0.1945945945945946,0.12972972972972974,0.06486486486486487,0.14054054054054055,0.05405405405405406,0.03783783783783784,0.03783783783783784,0.15675675675675677
13,14gkWVFMwdxBMyqBw1wmIg,safety net (feat. Ty Dolla $ign),Positions,Ariana Grande,2020-10-30,64,208457,0.552,0.0703,0.599,0.0,0.0986,0.0916,-5.75,0.0404,161.884,1,4,sad,0.07058823529411765,0.03529411764705882,0.25882352941176473,0.1411764705882353,0.11764705882352941,0.0,0.12941176470588237,0.047058823529411764,0.07058823529411765,0.12941176470588237
14,7xoUc6faLbCqZO6fQEYprd,One Last Time,My Everything (Deluxe),Ariana Grande,2014-08-22,82,197266,0.628,0.093,0.593,1.65e-06,0.096,0.104,-5.036,0.0323,125.025,8,4,sad,0.12,0.06666666666666667,0.09333333333333334,0.06666666666666667,0.05333333333333334,0.0,0.22666666666666666,0.09333333333333334,0.12,0.16
15,442j8VxaB60dWf9cBFuX5w,Almost Is Never Enough,Yours Truly,Ariana Grande,2013-01-01,65,327773,0.324,0.825,0.327,0.0,0.101,0.334,-7.494,0.0409,81.328,2,4,sad,0.1,0.014285714285714285,0.08571428571428572,0.02857142857142857,0.1,0.014285714285714285,0.3142857142857143,0.04285714285714286,0.24285714285714285,0.05714285714285714
16,7JmIjOsRish3vYBSLTytEC,Tattooed Heart,Yours Truly,Ariana Grande,2013-01-01,59,194706,0.535,0.414,0.519,0.0,0.142,0.32,-4.161,0.0273,72.06,7,4,sad,0.125,0.125,0.1,0.1,0.05,0.075,0.15,0.0,0.125,0.15
17,5lvnGiTAH9BVlJLHc0DXZz,Just A Little Bit Of Your Heart,My Everything (Deluxe),Ariana Grande,2014-08-22,58,232586,0.44,0.692,0.323,0.0,0.103,0.158,-5.957,0.0281,77.986,9,4,sad,0.0,0.0,0.35714285714285715,0.0,0.07142857142857142,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
18,4eumFsTnduH3zRfaASoAPs,My Everything,My Everything (Deluxe),Ariana Grande,2014-08-22,62,168520,0.462,0.88,0.265,0.0,0.131,0.419,-5.307,0.0294,106.357,11,3,sad,0.10062893081761007,0.05660377358490566,0.13836477987421383,0.05660377358490566,0.09433962264150944,0.05660377358490566,0.24528301886792453,0.09433962264150944,0.11320754716981132,0.0440251572327044
19,4OafepJy2teCjYJbvFE60J,breathin,Sweetener,Ariana Grande,2018-08-17,68,198160,0.568,0.0211,0.656,1.37e-05,0.213,0.364,-5.413,0.0433,100.049,8,4,sad,0.10714285714285714,0.0,0.21428571428571427,0.10714285714285714,0.07142857142857142,0.0,0.21428571428571427,0.07142857142857142,0.0,0.21428571428571427
20,71NBvIYtWygMmp7XgQXbvz,Met Him Last Night,Met Him Last Night,Demi Lovato,2021-04-01,39,204631,0.538,0.22,0.512,0.0,0.101,0.12,-4.548,0.0262,144.978,4,4,sad,0.03125,0.125,0.1875,0.125,0.109375,0.0,0.078125,0.125,0.03125,0.1875
21,0v2LUO8oTHnkjQ8MmKuXyk,raindrops (an angel cried),Sweetener,Ariana Grande,2018-08-17,56,37640,0.336,0.942,0.231,0.0,0.188,0.429,-6.217,0.0497,168.685,1,5,sad,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078,0.0,0.15384615384615385,0.15384615384615385
22,0WdR2AyLW1Drd3OUdwezM0,everytime,Sweetener,Ariana Grande,2018-08-17,70,172106,0.71,0.186,0.614,0.0,0.0974,0.658,-6.757,0.0431,148.152,10,4,sad,0.07954545454545454,0.045454545454545456,0.09090909090909091,0.07954545454545454,0.045454545454545456,0.10227272727272728,0.19318181818181818,0.045454545454545456,0.10227272727272728,0.2159090909090909
23,3UoULw70kMsiVXxW0L3A33,pov,Positions,Ariana Grande,2020-10-30,71,201882,0.487,0.36,0.534,0.0,0.1,0.173,-5.664,0.0555,131.798,0,4,sad,0.15841584158415842,0.06930693069306931,0.13861386138613863,0.06930693069306931,0.009900990099009901,0.019801980198019802,0.21782178217821782,0.04950495049504951,0.2079207920792079,0.0594059405940594
24,2yueE1lZ8V8HX1deAFA5MF,Somewhere Over The Rainbow - Live From Manchester,Somewhere Over The Rainbow (Live From Manchester),Ariana Grande,2017-06-06,40,272026,0.333,0.716,0.328,4.01e-05,0.3,0.0743,-9.39,0.0346,121.109,0,4,sad,0.2,0.0,0.08,0.04,0.0,0.0,0.24,0.08,0.2,0.16
25,0qMNPhpRzbghJy6G3SgRag,Intro,My Everything (Deluxe),Ariana Grande,2014-08-22,49,79840,0.447,0.968,0.182,3.83e-05,0.327,0.0959,-12.439,0.0324,89.601,6,4,sad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,7u6DMPznGbpziuEgCE0JGQ,get well soon,Sweetener,Ariana Grande,2018-08-17,56,322026,0.604,0.657,0.449,0.0,0.0932,0.528,-6.564,0.0353,100.355,9,4,sad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,6HeCk6yewXH7WO4D93eub9,Ruthless (Nice Guys Always Finish Last),Oso Different,MarMar Oso,2019-08-14,62,233023,0.724,0.388,0.269,0.0,0.0808,0.866,-15.465,0.0456,86.042,5,4,sad,0.08024691358024691,0.1419753086419753,0.18518518518518517,0.1111111111111111,0.1419753086419753,0.024691358024691357,0.08641975308641975,0.10493827160493827,0.05555555555555555,0.06790123456790123
28,1kFlDnWmBTvCBxxeGDpIdp,7 Years (Remix),7 Years (Remix),Sik World,2016-06-04,63,134197,0.811,0.227,0.609,0.0,0.102,0.439,-8.376,0.0996,120.071,10,4,sad,0.07142857142857142,0.125,0.16964285714285715,0.13392857142857142,0.09821428571428571,0.05357142857142857,0.08928571428571429,0.07142857142857142,0.08928571428571429,0.09821428571428571
29,1A43TfohQt3H6K5zg28ExD,Dead and Cold,Dead and Cold,SadBoyProlific,2018-11-10,0,89652,0.793,0.867,0.441,0.0,0.111,0.753,-10.297,0.579,74.746,2,4,sad,0.08333333333333333,0.08333333333333333,0.3125,0.1875,0.020833333333333332,0.041666666666666664,0.10416666666666667,0.041666666666666664,0.0625,0.0625
30,41MCdlvXOl62B7Kv86Bb1v,Empty,Death Race For Love,Juice WRLD,2019-03-08,1,248431,0.745,0.0758,0.561,0.0,0.133,0.449,-4.869,0.0807,77.557,0,4,sad,0.0661764705882353,0.11764705882352941,0.27205882352941174,0.17647058823529413,0.07352941176470588,0.022058823529411766,0.08823529411764706,0.07352941176470588,0.029411764705882353,0.08088235294117647
31,3ee8Jmje8o58CHK66QrVC2,SAD!,?,XXXTENTACION,2018-03-16,79,166605,0.74,0.258,0.613,0.00372,0.123,0.473,-4.88,0.145,75.023,8,4,sad,0.0136986301369863,0.2328767123287671,0.273972602739726,0.1780821917808219,0.136986301369863,0.0136986301369863,0.0410958904109589,0.0547945205479452,0.0410958904109589,0.0136986301369863
32,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,86,182160,0.501,0.751,0.405,0.0,0.105,0.446,-5.679,0.0319,109.891,1,4,sad,0.18867924528301888,0.18867924528301888,0.11320754716981132,0.05660377358490566,0.05660377358490566,0.03773584905660377,0.20754716981132076,0.0,0.09433962264150944,0.05660377358490566
33,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,82,165819,0.671,0.0769,0.529,0.000335,0.0856,0.203,-7.226,0.307,161.989,0,4,sad,0.056074766355140186,0.14018691588785046,0.18691588785046728,0.08411214953271028,0.09345794392523364,0.018691588785046728,0.14953271028037382,0.07476635514018691,0.14018691588785046,0.056074766355140186
34,6tAqYm2Wcy2yrPixShJMS6,Alone,Alone,SadBoyProlific,2018-11-10,0,160104,0.87,0.481,0.341,0.0027,0.329,0.436,-14.15,0.439,119.054,9,4,sad,0.11702127659574468,0.10638297872340426,0.13829787234042554,0.10638297872340426,0.06382978723404255,0.031914893617021274,0.20212765957446807,0.0425531914893617,0.09574468085106383,0.09574468085106383
35,4S2uhQE8L9V6p7rj7SiauJ,Suicidal (feat. Juice WRLD) - Remix,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,2020-03-13,70,225857,0.655,0.474,0.441,0.0,0.099,0.273,-5.245,0.0629,139.957,9,4,sad,0.03862660944206009,0.12017167381974249,0.12875536480686695,0.1072961373390558,0.12875536480686695,0.030042918454935622,0.13733905579399142,0.1072961373390558,0.12875536480686695,0.07296137339055794
36,5ls62WNKHUUrdF3r1cv83T,emotions,nothings ever good enough,iann dior,2019-05-22,2,131213,0.63,0.0131,0.63,0.0,0.142,0.163,-6.211,0.0395,80.512,9,4,sad,0.12359550561797752,0.08426966292134831,0.08426966292134831,0.07865168539325842,0.07865168539325842,0.08426966292134831,0.15730337078651685,0.08426966292134831,0.1404494382022472,0.08426966292134831
37,08uWHOhYijA1DXxhHSDBDH,When We Die (Can We Still Get High?) (feat. Lil Yachty),When We Die (Can We Still Get High?) (feat. Lil Yachty),YUNGBLUD,2024-01-26,52,300213,0.359,0.000726,0.773,0.0,0.147,0.183,-2.727,0.0347,80.062,4,4,sad,0.0,0.18604651162790697,0.20930232558139536,0.20930232558139536,0.046511627906976744,0.023255813953488372,0.11627906976744186,0.046511627906976744,0.023255813953488372,0.13953488372093023
38,1Knctxx9vGZxpZfF66BIEa,Legends,Legends,Juice WRLD,2018-06-22,67,191840,0.594,0.115,0.798,0.0,0.143,0.381,-5.244,0.0844,142.049,4,4,sad,0.04,0.12,0.14285714285714285,0.10285714285714286,0.10857142857142857,0.06857142857142857,0.12571428571428572,0.07428571428571429,0.06857142857142857,0.14857142857142858
39,4UwDPReUKisbngLtJeSRyM,Will You Remember Me?,Will You Remember Me?,Pcam,2020-08-13,46,224970,0.84,0.211,0.499,0.0,0.103,0.389,-8.99,0.125,120.032,2,3,sad,0.08737864077669903,0.06796116504854369,0.17475728155339806,0.08737864077669903,0.08737864077669903,0.02912621359223301,0.2621359223300971,0.06796116504854369,0.05825242718446602,0.07766990291262135
40,4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),?,XXXTENTACION,2018-03-16,74,160184,0.699,0.779,0.304,0.000993,0.137,0.271,-11.192,0.0993,119.705,1,4,sad,0.08661417322834646,0.07086614173228346,0.10236220472440945,0.09448818897637795,0.08661417322834646,0.031496062992125984,0.2204724409448819,0.03937007874015748,0.1968503937007874,0.07086614173228346
41,6zJffE1wHyAu5WwNYwt0VI,Never Be Alright,Never Be Alright,Seon,2019-01-23,0,168280,0.835,0.625,0.283,3.4e-06,0.102,0.282,-10.121,0.0781,86.983,7,4,sad,0.05917159763313609,0.17159763313609466,0.25443786982248523,0.20118343195266272,0.0650887573964497,0.047337278106508875,0.0650887573964497,0.047337278106508875,0.03550295857988166,0.05325443786982249
42,5NLfXbKEaDKmb3kq0KUCms,Ruthless (Nice Guys Always Finish Last) (feat. Sage the Gemini & Derek King) - Remix,Oso Different,MarMar Oso,2019-08-14,41,291761,0.625,0.395,0.547,0.0,0.0861,0.844,-6.465,0.0688,86.031,2,4,sad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,17,XXXTENTACION,2017-08-25,80,119133,0.872,0.469,0.391,4.13e-06,0.297,0.437,-9.144,0.242,134.021,0,4,sad,0.05970149253731343,0.19402985074626866,0.2537313432835821,0.1791044776119403,0.029850746268656716,0.029850746268656716,0.05970149253731343,0.029850746268656716,0.05970149253731343,0.1044776119402985
44,13VvjrXWYzG9lWViL8Y9vM,Break My Heart,Break My Heart,Rod Wave,2022-11-10,48,169411,0.604,0.00791,0.484,0.0,0.0977,0.343,-8.463,0.0626,84.932,1,4,sad,0.014084507042253521,0.04225352112676056,0.18309859154929578,0.11267605633802817,0.014084507042253521,0.15492957746478872,0.2112676056338028,0.028169014084507043,0.18309859154929578,0.056338028169014086
45,1iSqfoUFnQwV0QW1EfUit8,Suicidal,Melly vs. Melvin,YNW Melly,2019-11-22,72,222997,0.735,0.334,0.369,0.0,0.126,0.235,-9.682,0.0688,140.004,9,4,sad,0.06363636363636363,0.13636363636363635,0.12727272727272726,0.11363636363636363,0.11363636363636363,0.022727272727272728,0.1318181818181818,0.10909090909090909,0.09090909090909091,0.09090909090909091
46,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,75,223346,0.556,0.0689,0.538,0.0,0.196,0.291,-5.408,0.0382,143.946,8,4,sad,0.041666666666666664,0.08333333333333333,0.2638888888888889,0.16666666666666666,0.09722222222222222,0.041666666666666664,0.125,0.09722222222222222,0.013888888888888888,0.06944444444444445
47,52okn5MNA47tk87PeZJLEL,Let You Down,Perception,NF,2017-10-06,76,212120,0.661,0.314,0.714,0.0,0.179,0.464,-5.68,0.121,147.998,5,4,sad,0.07017543859649122,0.12280701754385964,0.21929824561403508,0.14035087719298245,0.043859649122807015,0.07017543859649122,0.14035087719298245,0.02631578947368421,0.07017543859649122,0.09649122807017543
48,1tlrTC3x7viJ1U30oOFGdF,Better Off (Dying),"Come Over When You're Sober, Pt. 1",Lil Peep,2017-08-15,0,154814,0.521,0.00835,0.763,0.0,0.155,0.197,-4.693,0.0408,75.036,3,4,sad,0.0,0.125,0.2692307692307692,0.20192307692307693,0.057692307692307696,0.028846153846153848,0.09615384615384616,0.057692307692307696,0.09615384615384616,0.0673076923076923
49,1a7WZZZH7LzyvorhpOJFTe,Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance,Juice WRLD,2018-12-10,74,258475,0.742,0.0381,0.579,0.0,0.0952,0.502,-5.024,0.202,144.994,0,4,sad,0.03977272727272727,0.022727272727272728,0.26988636363636365,0.036931818181818184,0.22727272727272727,0.005681818181818182,0.06534090909090909,0.2471590909090909,0.03409090909090909,0.05113636363636364
50,7qtzFO7XuvNiSp5Xn7juqZ,Who Needs Love,A Love Letter To You 4,Trippie Redd,2019-11-22,65,158532,0.844,0.736,0.512,0.0,0.0897,0.87,-7.864,0.0959,108.992,0,4,sad,0.07262569832402235,0.0446927374301676,0.09497206703910614,0.055865921787709494,0.07262569832402235,0.055865921787709494,0.24581005586592178,0.0446927374301676,0.2122905027932961,0.1005586592178771
51,08Dzq5yOCVQzGcsGp5egm5,control,all my bad feelings,44phantom,2023-10-27,41,195946,0.485,0.309,0.314,0.0,0.102,0.18,-9.595,0.0247,80.021,6,4,sad,0.052083333333333336,0.125,0.25,0.1875,0.07291666666666667,0.020833333333333332,0.11458333333333333,0.0625,0.07291666666666667,0.041666666666666664
52,3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,Goodbye & Good Riddance,Juice WRLD,2018-12-10,76,175755,0.665,0.0414,0.651,0.0,0.0896,0.237,-5.515,0.156,163.935,1,4,sad,0.05384615384615385,0.1,0.19230769230769232,0.1076923076923077,0.08461538461538462,0.08461538461538462,0.15384615384615385,0.08461538461538462,0.07692307692307693,0.06153846153846154
53,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,82,239835,0.511,0.349,0.566,0.0,0.34,0.218,-7.23,0.2,83.903,6,4,sad,0.0423728813559322,0.11016949152542373,0.2288135593220339,0.11864406779661017,0.07627118644067797,0.05084745762711865,0.1271186440677966,0.07627118644067797,0.11864406779661017,0.05084745762711865
54,3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,81,95466,0.734,0.847,0.57,2.14e-05,0.112,0.689,-7.066,0.133,129.953,7,4,sad,0.0,0.16428571428571428,0.37142857142857144,0.18571428571428572,0.12857142857142856,0.0,0.007142857142857143,0.12857142857142856,0.007142857142857143,0.007142857142857143
